3,1,0,1,0,0,0,0,3,0
-1,-1,0,-1,0,0,0,0,-1,0
4,2,0,2,0,0,0,0,4,0
5,-1,5,-1,0,0,0,0,11,11
-1,-1,-1,-1,0,0,0,0,-1,-1
6,-1,6,-1,0,0,0,0,12,12
-1,-1,7,-1,29,7,0,0,29,-1
-1,-1,-1,-1,-1,-1,0,0,-1,-1
-1,-1,8,-1,30,8,0,0,30,-1
-1,-1,13,9,-1,9,0,0,0,13
-1,-1,-1,-1,-1,-1,0,0,0,-1
-1,-1,14,10,-1,10,0,0,0,14
-1,-1,21,15,-1,-1,21,0,0,15
-1,-1,-1,-1,-1,-1,-1,0,0,-1
-1,-1,22,16,-1,-1,22,0,0,16
-1,-1,31,23,31,-1,23,17,0,17
-1,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,-1,32,24,32,-1,24,18,0,18
19,33,0,-1,33,-1,25,25,0,19
-1,-1,0,-1,-1,-1,-1,-1,0,-1
20,34,0,-1,34,-1,26,26,0,20
27,0,0,35,35,-1,27,-1,0,-1
-1,0,0,-1,-1,-1,-1,-1,0,-1
28,0,0,36,36,-1,28,-1,0,-1
0,0,0,0,37,-1,-1,37,0,-1
0,0,0,0,-1,-1,-1,-1,0,-1
0,0,0,0,38,-1,-1,38,0,-1
0,0,0,0,39,39,-1,0,0,-1
0,0,0,0,-1,-1,-1,0,0,-1
0,0,0,0,40,40,-1,0,0,-1
0,0,0,0,41,0,-1,0,0,41
0,0,0,0,-1,0,-1,0,0,-1
0,0,0,0,42,0,-1,0,0,42
0,0,0,0,43,0,43,0,0,0
0,0,0,0,-1,0,-1,0,0,0
0,0,0,0,44,0,44,0,0,0
